method;top1;top3;top5
grads;0.158;0.282;0.378
grads_x_inputs;0.123;0.243;0.356
ig_20;0.307;0.362;0.431
ig_50;0.302;0.360;0.431
ig_100;0.305;0.359;0.432
sg_20;0.139;0.256;0.366
sg_50;0.139;0.247;0.358
sg_100;0.143;0.248;0.357
sg_20_x_inputs;0.380;0.410;0.459
sg_50_x_inputs;0.399;0.426;0.470
sg_100_x_inputs;0.424;0.435;0.474
ks_100;0.340;0.382;0.444
ks_200;0.373;0.414;0.462
ks_500;0.401;0.453;0.490
relprop;0.289;0.345;0.428
random;0.058;0.193;0.328
