method;top1;top3;top5
grads;0.158;0.274;0.374
grads_x_inputs;0.135;0.245;0.352
ig_20;0.295;0.372;0.454
ig_50;0.338;0.392;0.468
ig_100;0.340;0.396;0.467
sg_20;0.127;0.238;0.356
sg_50;0.135;0.244;0.359
sg_100;0.129;0.251;0.359
sg_20_x_inputs;0.367;0.399;0.463
sg_50_x_inputs;0.384;0.422;0.473
sg_100_x_inputs;0.409;0.430;0.478
ks_100;0.329;0.353;0.427
ks_200;0.374;0.393;0.454
ks_500;0.413;0.431;0.481
relprop;0.339;0.407;0.477
random;0.054;0.189;0.324
