method;top5;top10;top15
grads;0.191;0.292;0.360
grads_x_inputs;0.172;0.254;0.321
ig_20;0.290;0.392;0.469
ig_50;0.290;0.393;0.470
ig_100;0.290;0.394;0.471
sg_20;0.194;0.279;0.344
sg_50;0.181;0.268;0.335
sg_100;0.184;0.269;0.341
sg_20_x_inputs;0.253;0.342;0.404
sg_50_x_inputs;0.258;0.349;0.415
sg_100_x_inputs;0.259;0.347;0.411
ks_100;0.149;0.237;0.303
ks_200;0.147;0.229;0.299
ks_500;0.181;0.274;0.346
random;0.107;0.186;0.253
