method;top5;top10;top15
grads;0.042;0.074;0.107
grads_x_inputs;0.043;0.067;0.095
ig_20;0.058;0.102;0.128
ig_50;0.057;0.102;0.129
ig_100;0.057;0.102;0.129
sg_20;0.045;0.076;0.112
sg_50;0.043;0.076;0.110
sg_100;0.045;0.075;0.105
sg_20_x_inputs;0.061;0.096;0.141
sg_50_x_inputs;0.059;0.118;0.163
sg_100_x_inputs;0.055;0.114;0.158
ks_100;0.041;0.082;0.112
ks_200;0.042;0.077;0.111
ks_500;0.051;0.088;0.120
random;0.025;0.061;0.107
