method;top5;top10;top15
grads;0.198;0.283;0.353
grads_x_inputs;0.205;0.292;0.361
ig_20;0.274;0.378;0.451
ig_50;0.274;0.380;0.453
ig_100;0.274;0.379;0.453
sg_20;0.183;0.269;0.341
sg_50;0.187;0.268;0.342
sg_100;0.182;0.270;0.340
sg_20_x_inputs;0.279;0.379;0.451
sg_50_x_inputs;0.285;0.382;0.453
sg_100_x_inputs;0.288;0.385;0.458
ks_100;0.147;0.231;0.309
ks_200;0.147;0.230;0.295
ks_500;0.169;0.255;0.323
random;0.103;0.179;0.246
