method;top5;top10;top15
grads;0.041;0.079;0.106
grads_x_inputs;0.030;0.049;0.080
ig_20;0.055;0.103;0.157
ig_50;0.053;0.103;0.160
ig_100;0.053;0.102;0.157
sg_20;0.045;0.076;0.112
sg_50;0.048;0.086;0.121
sg_100;0.047;0.076;0.115
sg_20_x_inputs;0.044;0.081;0.121
sg_50_x_inputs;0.043;0.081;0.122
sg_100_x_inputs;0.044;0.086;0.115
ks_100;0.035;0.077;0.115
ks_200;0.025;0.065;0.103
ks_500;0.027;0.062;0.101
random;0.026;0.058;0.104
