method;top5;top10;top15
grads;0.200;0.292;0.360
grads_x_inputs;0.195;0.279;0.355
ig_20;0.307;0.408;0.473
ig_50;0.305;0.408;0.474
ig_100;0.305;0.408;0.474
sg_20;0.195;0.276;0.346
sg_50;0.199;0.286;0.355
sg_100;0.196;0.283;0.347
sg_20_x_inputs;0.303;0.394;0.456
sg_50_x_inputs;0.307;0.402;0.462
sg_100_x_inputs;0.302;0.400;0.465
ks_100;0.160;0.246;0.316
ks_200;0.158;0.239;0.304
ks_500;0.198;0.289;0.354
random;0.100;0.178;0.253
