method;top1;top3;top5
grads;0.140;0.264;0.372
grads_x_inputs;0.102;0.230;0.346
ig_20;0.237;0.338;0.432
ig_50;0.259;0.360;0.446
ig_100;0.270;0.364;0.447
sg_20;0.107;0.232;0.346
sg_50;0.119;0.231;0.348
sg_100;0.116;0.234;0.355
sg_20_x_inputs;0.309;0.368;0.441
sg_50_x_inputs;0.323;0.385;0.455
sg_100_x_inputs;0.354;0.391;0.455
relprop;0.309;0.385;0.462
random;0.059;0.192;0.331
