method;top1;top3;top5
grads;0.150;0.268;0.378
grads_x_inputs;0.130;0.253;0.365
ig_20;0.223;0.308;0.411
ig_50;0.235;0.324;0.420
ig_100;0.247;0.333;0.422
sg_20;0.124;0.239;0.356
sg_50;0.129;0.235;0.354
sg_100;0.115;0.231;0.354
sg_20_x_inputs;0.327;0.391;0.463
sg_50_x_inputs;0.345;0.401;0.465
sg_100_x_inputs;0.352;0.400;0.462
relprop;0.269;0.347;0.437
random;0.053;0.190;0.336
