method;top1;top3;top5
grads;0.160;0.267;0.372
grads_x_inputs;0.141;0.243;0.354
ig_20;0.319;0.361;0.448
ig_50;0.328;0.362;0.448
ig_100;0.337;0.363;0.448
sg_20;0.124;0.243;0.357
sg_50;0.120;0.239;0.351
sg_100;0.129;0.234;0.350
sg_20_x_inputs;0.359;0.396;0.455
sg_50_x_inputs;0.365;0.411;0.467
sg_100_x_inputs;0.367;0.422;0.471
relprop;0.319;0.379;0.470
random;0.061;0.196;0.323
