method;top1;top3;top5
grads;0.153;0.274;0.374
grads_x_inputs;0.126;0.225;0.339
ig_20;0.288;0.345;0.437
ig_50;0.321;0.367;0.452
ig_100;0.326;0.371;0.451
sg_20;0.124;0.239;0.348
sg_50;0.126;0.232;0.345
sg_100;0.140;0.242;0.354
sg_20_x_inputs;0.333;0.403;0.462
sg_50_x_inputs;0.355;0.403;0.464
sg_100_x_inputs;0.374;0.417;0.469
relprop;0.365;0.408;0.486
random;0.056;0.190;0.332
