method;top1;top3;top5
grads;0.149;0.269;0.367
grads_x_inputs;0.119;0.234;0.342
ig_20;0.364;0.420;0.488
ig_50;0.372;0.427;0.499
ig_100;0.383;0.432;0.497
sg_20;0.137;0.243;0.355
sg_50;0.140;0.254;0.368
sg_100;0.130;0.250;0.361
sg_20_x_inputs;0.363;0.410;0.468
sg_50_x_inputs;0.381;0.428;0.479
sg_100_x_inputs;0.394;0.435;0.487
relprop;0.342;0.422;0.491
random;0.065;0.196;0.335
