method;top1;top3;top5
grads;0.166;0.276;0.386
grads_x_inputs;0.151;0.256;0.362
ig_20;0.362;0.411;0.461
ig_50;0.363;0.412;0.465
ig_100;0.363;0.414;0.465
sg_20;0.155;0.257;0.360
sg_50;0.154;0.265;0.363
sg_100;0.154;0.255;0.365
sg_20_x_inputs;0.413;0.447;0.487
sg_50_x_inputs;0.430;0.462;0.495
sg_100_x_inputs;0.434;0.471;0.499
relprop;0.325;0.398;0.476
random;0.063;0.204;0.340
