method;top1;top3;top5
grads;0.143;0.272;0.367
grads_x_inputs;0.112;0.224;0.345
ig_20;0.210;0.326;0.412
ig_50;0.256;0.348;0.430
ig_100;0.264;0.361;0.436
sg_20;0.127;0.243;0.357
sg_50;0.108;0.236;0.357
sg_100;0.121;0.243;0.356
sg_20_x_inputs;0.318;0.378;0.448
sg_50_x_inputs;0.348;0.390;0.454
sg_100_x_inputs;0.354;0.403;0.461
ks_100;0.307;0.334;0.409
ks_200;0.350;0.370;0.440
ks_500;0.382;0.407;0.459
relprop;0.244;0.353;0.441
random;0.057;0.189;0.331
