method;top1;top3;top5
grads;0.140;0.258;0.363
grads_x_inputs;0.121;0.245;0.363
ig_20;0.193;0.305;0.405
ig_50;0.211;0.322;0.426
ig_100;0.244;0.335;0.430
sg_20;0.111;0.230;0.345
sg_50;0.115;0.231;0.349
sg_100;0.101;0.240;0.352
sg_20_x_inputs;0.293;0.350;0.435
sg_50_x_inputs;0.303;0.372;0.447
sg_100_x_inputs;0.319;0.376;0.446
ks_100;0.319;0.358;0.432
ks_200;0.361;0.393;0.448
ks_500;0.393;0.426;0.471
relprop;0.192;0.351;0.465
random;0.051;0.182;0.322
