method;top1;top3;top5
grads;0.146;0.262;0.366
grads_x_inputs;0.142;0.253;0.364
ig_20;0.250;0.333;0.430
ig_50;0.277;0.346;0.436
ig_100;0.285;0.354;0.441
sg_20;0.132;0.242;0.352
sg_50;0.126;0.234;0.359
sg_100;0.131;0.242;0.355
sg_20_x_inputs;0.347;0.388;0.451
sg_50_x_inputs;0.358;0.399;0.456
sg_100_x_inputs;0.371;0.408;0.462
ks_100;0.335;0.359;0.429
ks_200;0.373;0.389;0.456
ks_500;0.411;0.431;0.477
relprop;0.283;0.366;0.461
random;0.057;0.197;0.329
