method;top1;top3;top5
grads;0.151;0.270;0.370
grads_x_inputs;0.113;0.239;0.353
ig_20;0.138;0.252;0.367
ig_50;0.170;0.269;0.382
ig_100;0.196;0.288;0.395
sg_20;0.120;0.236;0.353
sg_50;0.123;0.234;0.346
sg_100;0.122;0.233;0.350
sg_20_x_inputs;0.295;0.357;0.434
sg_50_x_inputs;0.314;0.371;0.438
sg_100_x_inputs;0.327;0.387;0.449
ks_100;0.320;0.352;0.421
ks_200;0.343;0.369;0.440
ks_500;0.389;0.419;0.469
relprop;0.255;0.364;0.456
random;0.051;0.196;0.333
