method;top1;top3;top5
grads;0.137;0.262;0.367
grads_x_inputs;0.119;0.244;0.359
ig_20;0.256;0.324;0.415
ig_50;0.276;0.351;0.430
ig_100;0.280;0.349;0.433
sg_20;0.125;0.234;0.355
sg_50;0.120;0.233;0.349
sg_100;0.132;0.237;0.349
sg_20_x_inputs;0.347;0.396;0.454
sg_50_x_inputs;0.344;0.405;0.467
sg_100_x_inputs;0.375;0.412;0.473
ks_100;0.341;0.357;0.423
ks_200;0.381;0.403;0.460
ks_500;0.415;0.435;0.474
relprop;0.268;0.368;0.453
random;0.060;0.194;0.324
