method;top5;top10;top15
grads;0.058;0.103;0.142
grads_x_inputs;0.023;0.052;0.077
ig_20;0.081;0.136;0.172
ig_50;0.074;0.129;0.172
ig_100;0.075;0.129;0.172
sg_20;0.039;0.068;0.112
sg_50;0.049;0.099;0.139
sg_100;0.057;0.090;0.118
sg_20_x_inputs;0.033;0.086;0.165
sg_50_x_inputs;0.062;0.122;0.183
sg_100_x_inputs;0.060;0.118;0.189
ks_100;0.040;0.069;0.103
ks_200;0.017;0.049;0.099
ks_500;0.035;0.065;0.099
random;0.012;0.032;0.064
