method;top5;top10;top15
grads;0.176;0.266;0.327
grads_x_inputs;0.200;0.295;0.354
ig_20;0.284;0.394;0.452
ig_50;0.283;0.391;0.451
ig_100;0.283;0.391;0.451
sg_20;0.188;0.258;0.310
sg_50;0.179;0.265;0.323
sg_100;0.181;0.275;0.339
sg_20_x_inputs;0.286;0.390;0.451
sg_50_x_inputs;0.294;0.398;0.465
sg_100_x_inputs;0.294;0.394;0.468
ks_100;0.146;0.221;0.291
ks_200;0.133;0.210;0.275
ks_500;0.163;0.254;0.326
random;0.105;0.181;0.233
