method;top5;top10;top15
grads;0.050;0.080;0.113
grads_x_inputs;0.033;0.063;0.102
ig_20;0.053;0.089;0.116
ig_50;0.053;0.089;0.116
ig_100;0.053;0.089;0.116
sg_20;0.048;0.066;0.093
sg_50;0.033;0.071;0.094
sg_100;0.039;0.061;0.097
sg_20_x_inputs;0.044;0.098;0.140
sg_50_x_inputs;0.046;0.090;0.136
sg_100_x_inputs;0.045;0.104;0.157
ks_100;0.017;0.045;0.079
ks_200;0.037;0.078;0.096
ks_500;0.040;0.055;0.096
random;0.017;0.049;0.075
