method;top5;top10;top15
grads;0.172;0.260;0.315
grads_x_inputs;0.195;0.292;0.359
ig_20;0.325;0.429;0.495
ig_50;0.324;0.430;0.495
ig_100;0.325;0.430;0.496
sg_20;0.178;0.261;0.315
sg_50;0.170;0.249;0.307
sg_100;0.181;0.254;0.309
sg_20_x_inputs;0.301;0.402;0.464
sg_50_x_inputs;0.310;0.405;0.473
sg_100_x_inputs;0.309;0.408;0.466
ks_100;0.147;0.236;0.300
ks_200;0.146;0.233;0.291
ks_500;0.177;0.260;0.323
random;0.100;0.173;0.240
