method;top5;top10;top15
grads;0.151;0.223;0.265
grads_x_inputs;0.125;0.195;0.253
ig_20;0.248;0.312;0.359
ig_50;0.249;0.314;0.364
ig_100;0.248;0.314;0.364
sg_20;0.142;0.213;0.258
sg_50;0.151;0.212;0.253
sg_100;0.153;0.208;0.264
sg_20_x_inputs;0.149;0.214;0.274
sg_50_x_inputs;0.154;0.227;0.286
sg_100_x_inputs;0.155;0.226;0.277
ks_100;0.086;0.151;0.198
ks_200;0.081;0.133;0.193
ks_500;0.104;0.170;0.228
random;0.052;0.110;0.171
