method;top1;top3;top5
grads;0.129;0.270;0.379
grads_x_inputs;0.102;0.243;0.363
ig_20;0.160;0.292;0.402
ig_50;0.187;0.317;0.409
ig_100;0.196;0.324;0.415
sg_20;0.119;0.239;0.361
sg_50;0.119;0.242;0.367
sg_100;0.121;0.240;0.357
sg_20_x_inputs;0.177;0.272;0.383
sg_50_x_inputs;0.188;0.280;0.387
sg_100_x_inputs;0.204;0.292;0.386
ks_100;0.197;0.276;0.369
ks_200;0.224;0.282;0.379
ks_500;0.242;0.301;0.383
relprop;0.137;0.254;0.358
random;0.056;0.212;0.341
