method;top1;top3;top5
grads;0.115;0.268;0.374
grads_x_inputs;0.140;0.252;0.364
ig_20;0.236;0.340;0.434
ig_50;0.261;0.363;0.451
ig_100;0.265;0.368;0.456
sg_20;0.120;0.233;0.353
sg_50;0.108;0.233;0.359
sg_100;0.133;0.234;0.356
sg_20_x_inputs;0.303;0.375;0.440
sg_50_x_inputs;0.322;0.386;0.452
sg_100_x_inputs;0.349;0.403;0.469
ks_100;0.341;0.354;0.429
ks_200;0.373;0.398;0.453
ks_500;0.419;0.435;0.482
relprop;0.261;0.371;0.460
random;0.059;0.190;0.320
