method;top1;top3;top5
grads;0.153;0.278;0.377
grads_x_inputs;0.114;0.221;0.337
ig_20;0.268;0.362;0.442
ig_50;0.303;0.383;0.461
ig_100;0.304;0.387;0.466
sg_20;0.115;0.237;0.351
sg_50;0.114;0.242;0.351
sg_100;0.135;0.245;0.361
sg_20_x_inputs;0.317;0.388;0.454
sg_50_x_inputs;0.338;0.402;0.470
sg_100_x_inputs;0.334;0.410;0.472
ks_100;0.344;0.359;0.436
ks_200;0.401;0.405;0.454
ks_500;0.419;0.439;0.478
relprop;0.262;0.374;0.468
random;0.058;0.194;0.326
