method;top1;top3;top5
grads;0.137;0.253;0.370
grads_x_inputs;0.096;0.233;0.352
ig_20;0.157;0.282;0.402
ig_50;0.189;0.304;0.411
ig_100;0.205;0.311;0.419
sg_20;0.112;0.217;0.340
sg_50;0.107;0.219;0.343
sg_100;0.104;0.234;0.346
sg_20_x_inputs;0.256;0.336;0.420
sg_50_x_inputs;0.282;0.345;0.433
sg_100_x_inputs;0.283;0.352;0.437
ks_100;0.289;0.337;0.419
ks_200;0.341;0.375;0.443
ks_500;0.367;0.404;0.461
relprop;0.200;0.322;0.440
random;0.049;0.197;0.326
