method;top5;top10;top15
grads;0.162;0.243;0.303
grads_x_inputs;0.145;0.229;0.298
ig_20;0.291;0.386;0.448
ig_50;0.291;0.386;0.449
ig_100;0.291;0.386;0.449
sg_20;0.169;0.245;0.302
sg_50;0.177;0.251;0.307
sg_100;0.173;0.248;0.298
sg_20_x_inputs;0.210;0.307;0.373
sg_50_x_inputs;0.220;0.318;0.381
sg_100_x_inputs;0.223;0.323;0.387
ks_100;0.095;0.167;0.228
ks_200;0.094;0.164;0.220
ks_500;0.139;0.210;0.267
random;0.054;0.117;0.179
