method;top1;top3;top5
grads;0.170;0.268;0.377
grads_x_inputs;0.126;0.245;0.355
ig_20;0.289;0.351;0.418
ig_50;0.288;0.349;0.418
ig_100;0.286;0.348;0.418
sg_20;0.129;0.244;0.361
sg_50;0.151;0.250;0.364
sg_100;0.141;0.254;0.364
sg_20_x_inputs;0.391;0.422;0.466
sg_50_x_inputs;0.398;0.434;0.474
sg_100_x_inputs;0.408;0.440;0.482
ks_100;0.328;0.370;0.432
ks_200;0.368;0.414;0.465
ks_500;0.392;0.458;0.486
relprop;0.275;0.352;0.438
random;0.069;0.194;0.334
