method;top1;top3;top5
grads;0.168;0.280;0.374
grads_x_inputs;0.158;0.269;0.376
ig_20;0.409;0.424;0.464
ig_50;0.409;0.427;0.463
ig_100;0.410;0.427;0.463
sg_20;0.137;0.247;0.364
sg_50;0.134;0.256;0.360
sg_100;0.140;0.254;0.362
sg_20_x_inputs;0.386;0.425;0.462
sg_50_x_inputs;0.393;0.440;0.476
sg_100_x_inputs;0.421;0.450;0.481
ks_100;0.342;0.388;0.449
ks_200;0.364;0.432;0.469
ks_500;0.394;0.476;0.502
relprop;0.343;0.389;0.459
random;0.062;0.189;0.328
