method;top1;top3;top5
grads;0.161;0.277;0.375
grads_x_inputs;0.168;0.272;0.377
ig_20;0.396;0.415;0.460
ig_50;0.397;0.417;0.463
ig_100;0.399;0.419;0.464
sg_20;0.126;0.253;0.365
sg_50;0.132;0.251;0.360
sg_100;0.135;0.257;0.365
sg_20_x_inputs;0.389;0.430;0.471
sg_50_x_inputs;0.421;0.453;0.482
sg_100_x_inputs;0.419;0.462;0.493
ks_100;0.330;0.383;0.444
ks_200;0.375;0.423;0.472
ks_500;0.413;0.463;0.494
relprop;0.374;0.416;0.471
random;0.059;0.188;0.337
