method;top1;top3;top5
grads;0.175;0.275;0.374
grads_x_inputs;0.134;0.244;0.358
ig_20;0.331;0.374;0.440
ig_50;0.328;0.374;0.438
ig_100;0.330;0.374;0.439
sg_20;0.129;0.248;0.357
sg_50;0.134;0.242;0.353
sg_100;0.133;0.249;0.362
sg_20_x_inputs;0.389;0.420;0.460
sg_50_x_inputs;0.393;0.427;0.474
sg_100_x_inputs;0.405;0.438;0.473
ks_100;0.335;0.379;0.443
ks_200;0.372;0.421;0.466
ks_500;0.392;0.453;0.492
relprop;0.380;0.406;0.464
random;0.054;0.196;0.335
