method;top1;top3;top5
grads;0.159;0.285;0.375
grads_x_inputs;0.210;0.285;0.373
ig_20;0.322;0.380;0.461
ig_50;0.319;0.381;0.461
ig_100;0.319;0.381;0.461
sg_20;0.123;0.236;0.351
sg_50;0.121;0.241;0.356
sg_100;0.127;0.249;0.355
sg_20_x_inputs;0.371;0.418;0.469
sg_50_x_inputs;0.401;0.439;0.487
sg_100_x_inputs;0.415;0.456;0.500
ks_100;0.299;0.383;0.446
ks_200;0.327;0.416;0.464
ks_500;0.373;0.449;0.498
relprop;0.333;0.407;0.473
random;0.059;0.201;0.337
