method;top1;top3;top5
grads;0.160;0.270;0.382
grads_x_inputs;0.231;0.316;0.403
ig_20;0.369;0.439;0.503
ig_50;0.367;0.438;0.503
ig_100;0.367;0.438;0.503
sg_20;0.125;0.241;0.364
sg_50;0.125;0.241;0.359
sg_100;0.129;0.239;0.362
sg_20_x_inputs;0.401;0.444;0.499
sg_50_x_inputs;0.429;0.469;0.505
sg_100_x_inputs;0.440;0.487;0.519
ks_100;0.324;0.400;0.456
ks_200;0.366;0.436;0.488
ks_500;0.395;0.461;0.511
relprop;0.353;0.430;0.479
random;0.060;0.192;0.332
