method;top1;top3;top5
grads;0.163;0.270;0.379
grads_x_inputs;0.193;0.305;0.393
ig_20;0.397;0.457;0.513
ig_50;0.397;0.456;0.513
ig_100;0.397;0.456;0.513
sg_20;0.117;0.241;0.359
sg_50;0.124;0.238;0.353
sg_100;0.127;0.248;0.368
sg_20_x_inputs;0.394;0.441;0.493
sg_50_x_inputs;0.421;0.471;0.508
sg_100_x_inputs;0.427;0.479;0.521
ks_100;0.333;0.398;0.459
ks_200;0.376;0.451;0.497
ks_500;0.396;0.487;0.523
relprop;0.384;0.438;0.493
random;0.060;0.192;0.331
