method;top1;top3;top5
grads;0.182;0.288;0.391
grads_x_inputs;0.178;0.277;0.374
ig_20;0.420;0.467;0.507
ig_50;0.421;0.467;0.507
ig_100;0.421;0.468;0.507
sg_20;0.147;0.280;0.393
sg_50;0.156;0.278;0.390
sg_100;0.159;0.275;0.383
sg_20_x_inputs;0.388;0.438;0.492
sg_50_x_inputs;0.399;0.469;0.503
sg_100_x_inputs;0.425;0.467;0.508
ks_100;0.396;0.430;0.476
ks_200;0.430;0.468;0.501
ks_500;0.438;0.505;0.529
relprop;0.306;0.383;0.457
random;0.055;0.198;0.340
