method;top1;top3;top5
grads;0.159;0.266;0.375
grads_x_inputs;0.186;0.273;0.366
ig_20;0.373;0.431;0.486
ig_50;0.375;0.431;0.488
ig_100;0.376;0.432;0.488
sg_20;0.152;0.262;0.372
sg_50;0.164;0.274;0.382
sg_100;0.143;0.274;0.382
sg_20_x_inputs;0.394;0.454;0.505
sg_50_x_inputs;0.422;0.475;0.515
sg_100_x_inputs;0.420;0.481;0.530
ks_100;0.377;0.414;0.467
ks_200;0.410;0.457;0.493
ks_500;0.441;0.492;0.520
relprop;0.261;0.371;0.456
random;0.052;0.196;0.332
